n,T,t,p_j
300,192,11,"[29, 26, 8, 7, 27, 5, 3, 45, 43, 26, 15, 40, 2, 10, 43, 46, 3, 34, 35, 45, 26, 1, 42, 18, 26, 10, 39, 23, 17, 12, 10, 40, 16, 28, 23, 38, 7, 15, 27, 25, 46, 16, 8, 6, 20, 23, 46, 23, 50, 4, 11, 10, 29, 2, 47, 27, 11, 13, 32, 47, 12, 48, 9, 16, 40, 39, 26, 21, 11, 22, 30, 9, 3, 38, 12, 39, 34, 47, 24, 18, 9, 24, 50, 35, 13, 39, 14, 48, 36, 26, 15, 2, 5, 20, 41, 30, 7, 34, 34, 25, 40, 12, 28, 3, 33, 33, 45, 10, 41, 30, 6, 11, 25, 30, 26, 48, 36, 38, 41, 42, 50, 41, 32, 36, 35, 50, 30, 7, 14, 24, 4, 49, 21, 10, 44, 4, 24, 36, 19, 40, 15, 37, 35, 28, 14, 32, 21, 36, 37, 11, 47, 42, 13, 8, 19, 46, 37, 50, 18, 37, 11, 28, 10, 27, 34, 42, 2, 2, 31, 38, 8, 44, 32, 49, 9, 40, 48, 19, 7, 38, 18, 1, 12, 31, 28, 8, 6, 10, 45, 28, 44, 19, 31, 19, 23, 43, 12, 32, 32, 40, 32, 32, 33, 41, 31, 39, 16, 39, 8, 38, 5, 15, 15, 24, 6, 18, 3, 22, 47, 48, 26, 4, 36, 1, 13, 42, 21, 44, 19, 23, 8, 47, 48, 7, 29, 45, 48, 10, 18, 5, 32, 2, 3, 20, 28, 12, 24, 2, 41, 26, 30, 9, 42, 43, 48, 45, 49, 34, 47, 8, 2, 12, 7, 42, 32, 16, 43, 32, 19, 14, 15, 45, 29, 7, 1, 37, 13, 49, 18, 38, 39, 7, 50, 8, 23, 47, 30, 27, 47, 30, 12, 46, 8, 18, 34, 29, 10, 38, 25, 38]"
300,186,14,"[12, 24, 37, 38, 9, 30, 9, 4, 38, 41, 33, 22, 25, 22, 37, 17, 19, 31, 7, 26, 47, 29, 22, 46, 38, 42, 15, 20, 34, 10, 29, 24, 37, 10, 10, 9, 17, 32, 45, 6, 7, 10, 3, 8, 10, 27, 40, 3, 48, 26, 32, 24, 6, 25, 49, 48, 21, 25, 46, 31, 25, 42, 40, 45, 7, 35, 48, 46, 5, 41, 1, 5, 15, 39, 4, 28, 39, 14, 8, 48, 37, 40, 18, 14, 30, 14, 17, 41, 3, 7, 15, 45, 28, 47, 7, 22, 30, 34, 50, 33, 49, 10, 39, 2, 7, 41, 24, 24, 31, 32, 29, 7, 44, 18, 12, 47, 35, 26, 49, 25, 49, 45, 24, 2, 13, 22, 2, 20, 39, 40, 15, 42, 11, 34, 34, 18, 17, 1, 44, 42, 14, 35, 22, 35, 43, 6, 41, 10, 14, 37, 5, 44, 40, 35, 49, 17, 19, 27, 20, 36, 18, 22, 17, 6, 32, 40, 46, 13, 37, 41, 21, 17, 9, 39, 34, 31, 13, 27, 39, 10, 1, 32, 35, 48, 18, 5, 11, 24, 48, 42, 6, 34, 36, 49, 16, 19, 23, 4, 40, 46, 29, 30, 48, 1, 9, 32, 20, 50, 8, 2, 50, 33, 20, 36, 19, 18, 4, 8, 8, 33, 21, 1, 49, 8, 42, 37, 17, 28, 9, 5, 39, 22, 14, 35, 18, 31, 36, 4, 10, 17, 48, 1, 16, 4, 23, 2, 46, 13, 35, 4, 6, 30, 41, 18, 25, 49, 19, 17, 36, 28, 39, 16, 7, 25, 19, 30, 14, 26, 28, 19, 17, 19, 24, 41, 41, 22, 49, 15, 48, 30, 22, 30, 36, 36, 37, 40, 31, 44, 40, 1, 29, 46, 47, 2, 19, 6, 32, 29, 8, 29]"
300,172,12,"[39, 3, 47, 9, 27, 47, 1, 36, 10, 17, 8, 34, 27, 18, 26, 27, 13, 37, 10, 33, 30, 40, 43, 8, 3, 18, 39, 24, 18, 35, 41, 36, 15, 25, 28, 26, 28, 28, 15, 18, 35, 34, 41, 22, 1, 34, 27, 3, 16, 45, 23, 46, 42, 21, 43, 28, 22, 11, 46, 15, 5, 17, 49, 19, 24, 43, 39, 46, 30, 44, 4, 24, 25, 15, 14, 45, 13, 15, 4, 24, 5, 17, 10, 9, 14, 19, 9, 7, 32, 25, 38, 46, 37, 22, 45, 6, 39, 18, 37, 12, 13, 13, 14, 17, 43, 50, 24, 23, 27, 42, 21, 50, 9, 18, 44, 33, 37, 9, 6, 24, 29, 23, 44, 33, 11, 15, 38, 12, 17, 48, 26, 16, 24, 28, 2, 31, 2, 44, 13, 42, 31, 40, 34, 50, 10, 13, 48, 9, 34, 24, 47, 34, 10, 6, 3, 4, 13, 42, 20, 35, 45, 36, 40, 48, 4, 21, 17, 38, 46, 10, 24, 25, 5, 4, 46, 19, 9, 30, 18, 35, 50, 5, 26, 3, 37, 7, 49, 3, 50, 17, 50, 5, 14, 40, 46, 20, 21, 3, 45, 30, 26, 12, 34, 18, 2, 32, 49, 23, 33, 30, 14, 40, 3, 21, 15, 10, 30, 28, 23, 29, 4, 6, 10, 9, 6, 16, 36, 26, 50, 19, 2, 13, 1, 12, 2, 27, 36, 30, 15, 10, 50, 42, 34, 5, 45, 25, 8, 26, 1, 26, 28, 30, 38, 16, 49, 39, 8, 15, 32, 22, 11, 22, 47, 40, 41, 50, 28, 45, 16, 23, 43, 1, 7, 2, 30, 6, 38, 5, 23, 29, 18, 44, 30, 33, 27, 11, 48, 1, 6, 2, 24, 45, 36, 35, 2, 26, 20, 15, 2, 48]"
300,151,5,"[46, 10, 7, 1, 45, 21, 25, 32, 41, 20, 3, 24, 36, 5, 4, 41, 7, 14, 8, 30, 33, 46, 31, 50, 31, 21, 38, 41, 24, 19, 11, 5, 23, 19, 24, 47, 49, 28, 15, 35, 34, 47, 7, 37, 33, 29, 50, 48, 30, 10, 36, 39, 15, 1, 39, 42, 45, 21, 20, 33, 41, 40, 12, 27, 22, 30, 7, 7, 3, 45, 46, 26, 39, 44, 27, 34, 10, 3, 36, 44, 46, 44, 41, 23, 25, 29, 12, 9, 47, 29, 41, 11, 3, 11, 49, 50, 4, 25, 3, 20, 13, 26, 31, 26, 26, 6, 26, 44, 21, 6, 39, 35, 48, 20, 27, 41, 24, 37, 41, 35, 13, 2, 35, 13, 22, 40, 6, 2, 44, 43, 10, 2, 28, 34, 16, 30, 37, 30, 47, 35, 15, 20, 5, 1, 16, 42, 21, 19, 43, 1, 39, 29, 27, 20, 35, 42, 42, 44, 22, 24, 37, 50, 29, 3, 31, 31, 33, 9, 33, 45, 2, 42, 9, 48, 19, 45, 27, 28, 21, 21, 30, 13, 45, 49, 32, 40, 31, 30, 48, 6, 30, 39, 33, 14, 23, 41, 26, 19, 9, 3, 7, 26, 8, 23, 10, 26, 37, 47, 47, 35, 45, 49, 43, 42, 16, 43, 37, 4, 21, 47, 11, 12, 21, 48, 1, 5, 43, 47, 24, 33, 13, 2, 26, 1, 39, 4, 3, 13, 42, 38, 13, 19, 40, 50, 9, 43, 13, 29, 23, 6, 11, 46, 49, 17, 45, 25, 24, 11, 24, 8, 34, 15, 22, 19, 23, 8, 5, 45, 8, 47, 5, 26, 2, 30, 15, 30, 30, 34, 27, 28, 44, 39, 10, 15, 45, 4, 29, 16, 4, 27, 14, 18, 35, 46, 12, 21, 43, 39, 21, 20]"
300,161,15,"[21, 43, 40, 3, 4, 49, 4, 43, 34, 26, 36, 24, 23, 37, 19, 25, 14, 14, 12, 33, 4, 44, 13, 29, 14, 47, 13, 37, 12, 11, 22, 41, 20, 7, 17, 20, 18, 3, 5, 22, 42, 16, 6, 41, 39, 20, 33, 2, 50, 32, 24, 46, 25, 7, 19, 5, 26, 27, 18, 1, 31, 1, 10, 16, 37, 42, 17, 14, 43, 6, 48, 23, 10, 1, 44, 33, 48, 1, 50, 42, 27, 44, 27, 2, 39, 9, 41, 10, 10, 39, 7, 13, 17, 14, 14, 43, 4, 50, 4, 1, 24, 3, 44, 22, 30, 50, 33, 31, 12, 9, 23, 30, 26, 7, 45, 22, 19, 41, 1, 13, 35, 12, 5, 48, 14, 11, 17, 32, 29, 36, 2, 17, 42, 26, 5, 41, 6, 24, 5, 5, 37, 42, 43, 10, 30, 12, 4, 11, 16, 48, 1, 45, 47, 4, 34, 1, 12, 5, 20, 1, 24, 10, 16, 49, 25, 21, 25, 40, 3, 3, 37, 4, 13, 21, 26, 39, 7, 50, 18, 43, 10, 13, 38, 4, 46, 50, 36, 49, 46, 39, 43, 24, 30, 47, 29, 49, 42, 28, 13, 40, 22, 27, 12, 6, 19, 15, 19, 15, 16, 25, 30, 30, 7, 47, 49, 37, 49, 5, 31, 31, 37, 44, 1, 32, 20, 36, 21, 45, 40, 6, 33, 33, 37, 32, 5, 32, 6, 15, 5, 19, 4, 19, 26, 17, 32, 23, 11, 21, 45, 26, 48, 27, 24, 24, 34, 28, 42, 36, 15, 13, 4, 32, 2, 6, 4, 47, 6, 17, 3, 35, 46, 21, 36, 22, 28, 14, 47, 2, 10, 11, 30, 42, 34, 29, 22, 11, 16, 46, 20, 28, 26, 2, 3, 17, 50, 11, 16, 39, 29, 5]"
300,183,12,"[34, 48, 9, 38, 18, 30, 43, 8, 14, 8, 39, 44, 41, 40, 50, 28, 17, 9, 48, 30, 21, 36, 11, 7, 13, 37, 25, 21, 11, 29, 4, 35, 26, 48, 20, 11, 46, 27, 35, 27, 37, 43, 37, 29, 32, 37, 50, 12, 41, 1, 6, 41, 47, 42, 49, 28, 27, 22, 45, 29, 41, 46, 43, 48, 29, 46, 45, 45, 25, 25, 49, 42, 23, 29, 13, 22, 49, 38, 31, 49, 25, 2, 47, 10, 6, 50, 2, 19, 50, 41, 3, 21, 23, 27, 4, 49, 22, 41, 18, 2, 19, 17, 9, 36, 36, 39, 26, 45, 32, 21, 7, 47, 40, 32, 15, 47, 50, 33, 39, 42, 10, 42, 36, 36, 31, 38, 20, 24, 46, 22, 5, 21, 36, 1, 23, 38, 1, 27, 14, 32, 35, 28, 49, 47, 11, 18, 48, 3, 14, 23, 16, 13, 39, 22, 10, 8, 30, 44, 15, 8, 27, 3, 42, 33, 3, 47, 36, 17, 39, 41, 47, 37, 13, 4, 18, 13, 24, 42, 30, 48, 26, 14, 37, 4, 43, 31, 35, 33, 48, 14, 33, 29, 19, 26, 5, 15, 48, 38, 20, 22, 47, 12, 15, 37, 26, 39, 20, 26, 43, 15, 11, 45, 40, 24, 28, 26, 6, 1, 5, 36, 26, 23, 43, 38, 12, 27, 33, 33, 12, 25, 25, 28, 19, 23, 36, 11, 16, 28, 22, 2, 22, 31, 24, 45, 28, 15, 17, 50, 11, 26, 47, 47, 26, 4, 38, 29, 12, 42, 35, 8, 49, 41, 12, 39, 33, 32, 45, 17, 43, 4, 23, 16, 39, 1, 18, 37, 11, 49, 12, 16, 41, 17, 42, 29, 11, 8, 7, 40, 4, 10, 4, 37, 34, 28, 35, 47, 36, 2, 7, 45]"
300,158,11,"[13, 39, 14, 44, 31, 17, 35, 28, 31, 26, 42, 37, 31, 7, 9, 21, 25, 2, 25, 6, 42, 47, 15, 26, 16, 39, 44, 1, 21, 41, 30, 13, 50, 21, 3, 32, 49, 43, 33, 23, 13, 4, 24, 14, 12, 26, 36, 5, 6, 11, 31, 33, 29, 7, 6, 12, 49, 14, 39, 20, 16, 46, 16, 11, 29, 38, 18, 20, 22, 47, 9, 11, 16, 7, 23, 31, 43, 11, 11, 27, 36, 35, 20, 17, 45, 21, 25, 28, 50, 36, 29, 30, 39, 26, 34, 8, 22, 37, 27, 16, 26, 33, 5, 2, 27, 29, 42, 23, 40, 40, 50, 28, 16, 11, 34, 14, 10, 11, 41, 48, 12, 37, 27, 44, 13, 25, 36, 13, 10, 25, 50, 38, 40, 16, 33, 26, 38, 29, 11, 10, 49, 45, 10, 40, 29, 24, 49, 29, 47, 6, 24, 9, 37, 35, 45, 48, 3, 32, 4, 23, 21, 39, 2, 48, 39, 30, 36, 43, 4, 30, 23, 22, 4, 32, 41, 8, 49, 43, 45, 41, 15, 25, 43, 20, 13, 23, 44, 7, 5, 17, 4, 2, 23, 35, 3, 37, 7, 43, 12, 3, 35, 8, 15, 32, 8, 46, 31, 17, 43, 35, 45, 11, 41, 23, 46, 39, 18, 34, 23, 3, 46, 24, 2, 22, 36, 21, 26, 5, 42, 4, 18, 48, 25, 6, 29, 19, 28, 28, 37, 1, 29, 45, 4, 8, 43, 18, 24, 18, 34, 15, 50, 15, 13, 24, 13, 8, 34, 14, 18, 18, 35, 36, 8, 4, 4, 12, 14, 8, 30, 3, 19, 1, 28, 16, 2, 44, 29, 36, 43, 50, 16, 34, 25, 33, 26, 41, 30, 25, 19, 50, 33, 33, 17, 20, 37, 22, 31, 33, 47, 24]"
300,186,7,"[20, 2, 3, 31, 48, 42, 35, 33, 40, 22, 49, 15, 49, 22, 45, 49, 10, 34, 45, 20, 38, 3, 16, 34, 39, 35, 49, 32, 31, 40, 44, 3, 2, 19, 4, 46, 16, 8, 6, 15, 25, 48, 50, 18, 30, 11, 13, 38, 21, 15, 21, 12, 13, 11, 21, 38, 9, 23, 40, 49, 30, 2, 38, 2, 11, 15, 17, 13, 48, 12, 2, 5, 48, 7, 29, 10, 5, 1, 2, 33, 31, 25, 39, 34, 23, 22, 13, 28, 13, 45, 12, 19, 17, 7, 23, 6, 7, 24, 36, 36, 30, 41, 2, 13, 16, 8, 6, 11, 29, 17, 31, 16, 10, 37, 25, 8, 49, 4, 50, 19, 41, 39, 47, 3, 30, 49, 13, 42, 33, 43, 6, 33, 3, 38, 20, 1, 40, 9, 34, 50, 24, 22, 25, 10, 19, 31, 26, 20, 31, 20, 4, 3, 8, 23, 7, 28, 14, 45, 3, 22, 49, 35, 5, 38, 31, 4, 8, 10, 28, 13, 34, 8, 38, 8, 27, 42, 9, 25, 8, 30, 25, 38, 41, 32, 18, 41, 20, 4, 27, 34, 15, 10, 43, 33, 35, 36, 14, 7, 40, 33, 5, 35, 3, 35, 46, 15, 47, 42, 34, 49, 47, 39, 36, 3, 27, 31, 18, 24, 38, 38, 11, 5, 23, 28, 13, 35, 36, 14, 7, 47, 6, 1, 20, 20, 25, 28, 9, 11, 13, 20, 37, 33, 27, 21, 26, 40, 30, 48, 50, 8, 15, 21, 21, 6, 46, 2, 46, 16, 8, 47, 29, 38, 14, 35, 49, 20, 1, 28, 13, 28, 4, 27, 27, 44, 26, 35, 36, 23, 19, 33, 13, 31, 7, 2, 41, 8, 16, 15, 11, 10, 50, 11, 4, 16, 20, 11, 23, 12, 5, 31]"
300,164,6,"[40, 17, 9, 39, 22, 44, 10, 31, 20, 19, 22, 33, 8, 5, 25, 13, 49, 29, 29, 24, 27, 8, 23, 29, 41, 5, 35, 8, 27, 26, 40, 38, 33, 41, 50, 15, 46, 17, 1, 21, 36, 25, 11, 1, 39, 2, 14, 2, 18, 11, 6, 8, 24, 11, 18, 42, 43, 11, 16, 44, 25, 32, 19, 44, 48, 14, 28, 2, 48, 11, 6, 8, 38, 4, 19, 37, 31, 22, 43, 34, 36, 10, 49, 27, 23, 15, 33, 39, 28, 21, 2, 21, 17, 7, 37, 24, 43, 1, 37, 14, 23, 28, 47, 7, 40, 24, 16, 26, 4, 25, 5, 28, 42, 2, 36, 33, 20, 48, 42, 47, 19, 33, 35, 9, 2, 23, 29, 36, 31, 5, 15, 27, 15, 46, 21, 13, 29, 34, 33, 41, 37, 13, 27, 49, 15, 34, 25, 27, 38, 29, 22, 40, 49, 20, 34, 21, 1, 29, 3, 27, 10, 33, 7, 2, 19, 26, 35, 50, 38, 21, 1, 45, 49, 43, 31, 26, 36, 3, 49, 28, 5, 4, 49, 41, 18, 14, 16, 32, 23, 41, 8, 22, 44, 37, 12, 37, 41, 29, 30, 14, 40, 12, 16, 13, 12, 39, 19, 31, 17, 36, 24, 25, 11, 37, 47, 38, 1, 47, 45, 38, 17, 31, 36, 46, 16, 9, 10, 38, 43, 24, 45, 43, 24, 46, 49, 34, 41, 49, 21, 33, 50, 38, 3, 32, 35, 33, 39, 38, 46, 13, 30, 25, 6, 3, 17, 4, 12, 34, 37, 6, 44, 45, 50, 36, 38, 26, 3, 29, 38, 9, 23, 12, 28, 24, 41, 11, 1, 41, 8, 23, 47, 6, 37, 2, 4, 18, 13, 8, 25, 21, 26, 21, 35, 40, 32, 38, 40, 13, 18, 9]"
300,184,19,"[9, 15, 46, 16, 39, 25, 42, 47, 32, 23, 19, 33, 47, 7, 23, 3, 47, 41, 2, 38, 50, 19, 12, 42, 38, 26, 14, 16, 16, 40, 33, 24, 39, 8, 43, 17, 42, 35, 25, 42, 47, 18, 49, 21, 25, 49, 8, 18, 28, 14, 12, 16, 17, 21, 7, 19, 22, 24, 24, 5, 17, 47, 39, 9, 7, 2, 32, 27, 45, 41, 29, 4, 40, 49, 19, 1, 26, 46, 1, 10, 8, 29, 1, 50, 15, 28, 1, 3, 33, 13, 1, 3, 3, 7, 14, 3, 43, 35, 8, 5, 13, 36, 27, 29, 9, 49, 37, 16, 16, 5, 26, 23, 14, 20, 23, 6, 1, 50, 49, 9, 27, 39, 8, 50, 7, 29, 44, 47, 44, 15, 25, 45, 37, 19, 23, 20, 32, 39, 23, 48, 6, 38, 45, 14, 23, 25, 50, 1, 6, 46, 45, 18, 38, 48, 17, 23, 47, 27, 22, 30, 29, 34, 24, 25, 12, 23, 41, 16, 17, 4, 35, 48, 41, 11, 7, 6, 27, 13, 6, 11, 24, 38, 47, 46, 14, 12, 36, 35, 9, 7, 42, 35, 17, 9, 4, 48, 20, 15, 20, 4, 37, 30, 17, 13, 28, 36, 50, 49, 26, 45, 42, 16, 22, 43, 27, 7, 45, 5, 45, 23, 36, 36, 1, 46, 4, 40, 3, 37, 48, 33, 50, 27, 14, 8, 49, 19, 15, 33, 50, 39, 42, 10, 46, 50, 5, 47, 16, 45, 31, 13, 18, 10, 36, 8, 18, 19, 10, 50, 30, 49, 18, 36, 8, 27, 33, 47, 27, 44, 41, 8, 9, 28, 45, 17, 50, 1, 39, 29, 28, 48, 35, 26, 31, 49, 45, 32, 26, 5, 18, 4, 20, 48, 5, 20, 50, 10, 19, 33, 21, 8]"
300,173,12,"[43, 26, 28, 8, 9, 7, 31, 15, 27, 44, 28, 30, 16, 6, 24, 48, 18, 30, 28, 22, 26, 48, 12, 32, 25, 26, 17, 42, 44, 24, 8, 25, 49, 20, 15, 20, 34, 2, 45, 32, 5, 3, 10, 33, 35, 39, 49, 5, 28, 7, 29, 8, 43, 21, 20, 18, 36, 28, 28, 12, 10, 32, 30, 1, 18, 8, 18, 34, 26, 36, 16, 28, 48, 35, 7, 26, 20, 5, 1, 49, 39, 47, 49, 36, 39, 13, 16, 32, 15, 38, 31, 22, 29, 26, 49, 18, 30, 14, 24, 39, 6, 42, 18, 1, 39, 31, 31, 33, 18, 25, 40, 42, 40, 44, 5, 24, 38, 9, 49, 33, 27, 27, 27, 28, 45, 35, 11, 17, 29, 20, 24, 37, 27, 26, 1, 47, 15, 32, 38, 49, 9, 14, 43, 4, 40, 2, 13, 11, 1, 34, 26, 16, 8, 48, 27, 49, 50, 39, 7, 39, 49, 44, 39, 47, 47, 34, 31, 30, 7, 10, 31, 21, 42, 17, 16, 28, 29, 12, 20, 3, 27, 33, 48, 29, 13, 27, 7, 29, 18, 39, 10, 45, 10, 24, 3, 19, 47, 14, 36, 6, 25, 8, 15, 1, 29, 24, 50, 7, 47, 47, 5, 26, 21, 30, 34, 1, 6, 33, 36, 4, 28, 40, 20, 6, 40, 17, 33, 15, 30, 11, 37, 18, 31, 1, 29, 15, 36, 24, 35, 43, 1, 23, 39, 44, 35, 19, 34, 49, 36, 45, 7, 40, 47, 45, 18, 1, 15, 37, 32, 37, 47, 46, 17, 4, 13, 3, 28, 9, 9, 34, 38, 30, 12, 35, 45, 30, 5, 7, 37, 14, 24, 38, 48, 5, 45, 12, 11, 33, 27, 3, 19, 8, 34, 5, 36, 5, 7, 45, 36, 36]"
300,153,5,"[31, 17, 32, 39, 20, 16, 48, 25, 35, 34, 25, 31, 19, 23, 39, 18, 28, 21, 22, 26, 31, 45, 29, 14, 13, 30, 39, 4, 40, 17, 16, 41, 27, 29, 40, 23, 9, 11, 14, 16, 8, 25, 5, 42, 39, 28, 36, 12, 28, 24, 43, 4, 36, 46, 42, 29, 41, 8, 29, 29, 25, 8, 23, 9, 22, 45, 5, 18, 30, 46, 28, 4, 4, 21, 8, 36, 27, 48, 32, 3, 16, 33, 38, 30, 16, 49, 12, 12, 43, 6, 31, 32, 31, 35, 20, 43, 19, 27, 46, 46, 33, 30, 28, 9, 27, 18, 46, 38, 12, 9, 14, 16, 7, 45, 5, 4, 35, 24, 40, 15, 7, 16, 47, 49, 35, 22, 2, 16, 30, 12, 5, 29, 5, 16, 24, 8, 7, 40, 7, 50, 27, 12, 22, 24, 8, 25, 7, 34, 44, 11, 10, 7, 26, 12, 24, 50, 40, 8, 7, 21, 22, 48, 40, 4, 35, 35, 45, 50, 17, 28, 36, 34, 42, 17, 45, 4, 21, 39, 27, 37, 38, 7, 22, 7, 46, 4, 29, 22, 50, 14, 47, 47, 29, 10, 33, 50, 45, 21, 18, 1, 49, 28, 3, 24, 22, 6, 6, 30, 12, 19, 39, 48, 15, 29, 25, 28, 7, 6, 31, 27, 15, 43, 24, 34, 8, 16, 5, 45, 15, 35, 5, 46, 47, 34, 16, 23, 35, 1, 9, 21, 43, 6, 50, 28, 3, 18, 10, 35, 46, 29, 41, 33, 46, 37, 37, 37, 4, 20, 47, 9, 43, 24, 26, 15, 45, 20, 30, 10, 50, 14, 47, 25, 5, 17, 6, 48, 30, 19, 29, 10, 9, 18, 19, 38, 29, 30, 27, 43, 33, 17, 34, 13, 39, 29, 25, 33, 46, 38, 18, 41]"
300,155,14,"[25, 18, 40, 5, 26, 44, 14, 19, 23, 5, 30, 13, 35, 18, 48, 38, 43, 8, 3, 26, 3, 29, 49, 28, 28, 27, 37, 27, 12, 41, 6, 46, 26, 17, 8, 14, 15, 25, 43, 1, 5, 13, 31, 34, 9, 22, 25, 47, 18, 3, 44, 29, 31, 40, 7, 12, 9, 13, 35, 14, 36, 15, 41, 2, 27, 17, 46, 15, 34, 25, 43, 44, 13, 40, 44, 5, 40, 8, 42, 29, 11, 46, 20, 46, 35, 49, 1, 36, 46, 38, 15, 28, 25, 38, 43, 42, 45, 47, 23, 7, 50, 46, 21, 20, 6, 5, 33, 42, 30, 22, 16, 21, 3, 39, 26, 19, 8, 5, 37, 7, 26, 22, 23, 36, 16, 9, 39, 12, 38, 5, 5, 24, 34, 19, 4, 40, 2, 10, 23, 26, 33, 44, 49, 50, 39, 5, 33, 10, 41, 16, 40, 17, 8, 4, 1, 10, 36, 17, 14, 21, 12, 37, 22, 29, 39, 11, 41, 3, 6, 28, 15, 9, 48, 5, 25, 6, 15, 42, 39, 46, 27, 6, 29, 8, 14, 2, 24, 42, 36, 21, 40, 5, 42, 44, 41, 34, 50, 15, 47, 22, 32, 24, 31, 5, 39, 4, 13, 46, 49, 27, 38, 26, 24, 43, 44, 30, 38, 7, 28, 5, 13, 5, 19, 28, 45, 2, 5, 3, 47, 29, 4, 40, 39, 20, 31, 7, 26, 31, 40, 3, 48, 5, 17, 2, 35, 44, 1, 48, 6, 28, 20, 11, 13, 21, 30, 19, 17, 29, 41, 29, 27, 49, 22, 29, 44, 34, 49, 8, 12, 36, 15, 3, 18, 37, 19, 12, 9, 27, 14, 3, 38, 46, 49, 27, 13, 3, 4, 22, 36, 32, 19, 3, 24, 28, 19, 6, 26, 2, 33, 44]"
300,151,18,"[28, 7, 17, 41, 23, 37, 25, 4, 6, 42, 33, 8, 33, 28, 14, 27, 25, 25, 22, 31, 26, 29, 18, 49, 40, 33, 5, 18, 33, 41, 25, 21, 23, 29, 35, 42, 34, 4, 3, 33, 12, 21, 37, 32, 36, 4, 11, 3, 10, 31, 24, 33, 26, 26, 39, 47, 2, 45, 20, 30, 6, 11, 42, 26, 40, 22, 20, 44, 43, 41, 10, 27, 38, 42, 3, 41, 12, 35, 36, 12, 42, 49, 17, 8, 26, 5, 30, 30, 22, 29, 43, 12, 10, 30, 46, 11, 50, 20, 33, 16, 48, 22, 41, 10, 1, 43, 42, 13, 19, 19, 13, 35, 46, 1, 20, 17, 34, 27, 26, 23, 46, 32, 25, 40, 15, 12, 39, 21, 21, 42, 43, 38, 20, 5, 41, 28, 42, 43, 44, 1, 9, 10, 5, 8, 29, 36, 36, 42, 40, 26, 22, 1, 15, 27, 30, 49, 34, 41, 39, 13, 20, 35, 9, 17, 24, 8, 20, 15, 38, 17, 9, 4, 20, 37, 24, 24, 4, 45, 47, 27, 17, 12, 42, 43, 42, 17, 37, 29, 49, 39, 27, 37, 21, 44, 46, 46, 1, 6, 25, 14, 28, 35, 35, 6, 28, 6, 2, 44, 2, 33, 41, 38, 26, 20, 47, 9, 39, 38, 28, 24, 41, 20, 5, 1, 31, 25, 6, 22, 39, 32, 1, 43, 50, 47, 23, 29, 49, 28, 16, 15, 41, 34, 6, 30, 49, 1, 16, 21, 9, 36, 32, 42, 37, 16, 5, 37, 13, 14, 16, 12, 24, 9, 24, 10, 36, 35, 18, 35, 13, 25, 46, 33, 6, 5, 2, 21, 31, 43, 11, 41, 14, 2, 20, 46, 26, 3, 35, 47, 21, 6, 11, 46, 6, 24, 8, 7, 4, 12, 4, 40]"
300,151,9,"[2, 43, 6, 12, 34, 9, 25, 48, 36, 47, 4, 21, 3, 5, 48, 38, 23, 9, 10, 12, 9, 35, 29, 29, 22, 8, 9, 36, 32, 20, 8, 16, 11, 16, 2, 15, 20, 9, 10, 26, 28, 11, 35, 44, 44, 46, 39, 32, 28, 23, 27, 43, 5, 9, 29, 12, 26, 23, 29, 42, 13, 25, 21, 7, 45, 19, 39, 20, 15, 41, 30, 28, 40, 17, 2, 32, 19, 31, 4, 1, 34, 24, 48, 14, 46, 8, 39, 48, 10, 49, 6, 3, 34, 22, 32, 44, 11, 10, 20, 5, 17, 21, 50, 42, 41, 2, 49, 25, 35, 14, 5, 49, 39, 14, 27, 41, 6, 26, 46, 5, 12, 24, 42, 41, 46, 26, 3, 29, 38, 7, 32, 37, 1, 6, 5, 27, 13, 40, 20, 47, 18, 22, 4, 24, 34, 47, 28, 34, 6, 7, 7, 5, 1, 30, 20, 44, 3, 14, 28, 30, 18, 7, 6, 47, 18, 8, 19, 5, 35, 23, 42, 31, 22, 28, 50, 18, 14, 27, 49, 21, 32, 24, 25, 44, 25, 36, 23, 11, 44, 39, 30, 25, 33, 50, 45, 43, 43, 44, 14, 24, 11, 29, 10, 14, 41, 41, 33, 19, 21, 50, 35, 35, 21, 41, 43, 38, 22, 31, 46, 9, 22, 17, 27, 38, 42, 39, 1, 47, 11, 35, 24, 47, 8, 50, 6, 41, 22, 3, 48, 23, 27, 33, 46, 45, 19, 37, 25, 4, 32, 31, 11, 41, 50, 2, 16, 50, 24, 43, 25, 38, 30, 20, 13, 15, 15, 3, 22, 11, 32, 24, 23, 21, 39, 8, 17, 27, 21, 4, 26, 43, 26, 36, 25, 33, 3, 3, 17, 17, 44, 41, 33, 23, 27, 33, 13, 12, 18, 12, 47, 25]"
